Product Category,Quantity,Unit Price,Total Price,Order Date,Payment Type,Order Status
Clothing,5,80.89411916,404.4705958,2023-02-11,Credit Card,Pending
Home & Kitchen,2,306.4559256,612.9118511,2023-12-23,Gift Card,Cancelled
Electronics,1,234.8309861,234.8309861,2023-09-24,Credit Card,Completed
Electronics,1,124.8737197,124.8737197,2023-06-02,PayPal,Refunded
Electronics,3,479.3179126,1437.953738,2023-03-16,PayPal,Completed
Clothing,1,440.559442,440.559442,2023-06-12,Gift Card,Pending
Home & Kitchen,4,411.5419909,1646.167963,2023-03-07,Debit Card,Refunded
Clothing,5,369.1094503,1845.547252,2023-03-11,Gift Card,Pending
Sports & Outdoors,2,198.2265851,396.4531702,2023-11-07,Credit Card,Completed
Clothing,3,398.1683959,1194.505188,2023-12-10,PayPal,Cancelled
Electronics,4,339.3031385,1357.212554,2023-09-08,Debit Card,Pending
Beauty & Health,4,426.4317174,1705.72687,2023-02-19,Debit Card,Pending
Beauty & Health,5,367.2112397,1836.056199,2023-12-24,Credit Card,Pending
Home & Kitchen,4,85.08215547,340.3286219,2023-09-29,Debit Card,Pending
Home & Kitchen,3,46.81290965,140.4387289,2023-05-29,PayPal,Pending
Home & Kitchen,3,293.6574653,880.9723958,2023-05-24,Credit Card,Pending
Home & Kitchen,3,418.1531478,1254.459443,2023-11-13,Gift Card,Cancelled
Home & Kitchen,5,131.0748468,655.3742342,2023-04-04,Debit Card,Cancelled
Beauty & Health,2,224.6183433,449.2366866,2023-06-17,Debit Card,Pending
Clothing,5,443.34505,2216.72525,2023-03-09,Debit Card,Pending
Clothing,3,374.4844884,1123.453465,2023-04-26,PayPal,Completed
Sports & Outdoors,1,466.1886085,466.1886085,2023-08-09,Credit Card,Refunded
Home & Kitchen,1,357.3580819,357.3580819,2023-10-21,Credit Card,Cancelled
Beauty & Health,5,215.1309743,1075.654872,2023-12-07,Debit Card,Cancelled
Clothing,1,83.40940159,83.40940159,2023-08-22,Credit Card,Refunded
Sports & Outdoors,1,185.6093042,185.6093042,2023-07-30,PayPal,Cancelled
Books,3,270.500337,811.501011,2023-01-03,Debit Card,Pending
Electronics,5,141.7996877,708.9984384,2023-09-17,Debit Card,Completed
Beauty & Health,1,283.6378744,283.6378744,2023-06-17,Debit Card,Completed
Electronics,4,32.79338666,131.1735466,2023-03-22,Credit Card,Completed
Electronics,4,385.0087521,1540.035009,2023-01-10,Debit Card,Completed
Sports & Outdoors,2,34.58994957,69.17989915,2023-02-03,PayPal,Refunded
Sports & Outdoors,2,103.895606,207.791212,2023-05-24,Credit Card,Refunded
Sports & Outdoors,1,219.7846251,219.7846251,2023-09-05,Debit Card,Refunded
Books,2,406.0498105,812.0996209,2023-10-02,Debit Card,Pending
Clothing,2,423.0600265,846.120053,2023-03-25,PayPal,Completed
Sports & Outdoors,1,369.7034523,369.7034523,2023-01-19,PayPal,Refunded
Beauty & Health,3,96.77329556,290.3198867,2023-10-13,PayPal,Refunded
Books,3,234.6402899,703.9208698,2023-09-19,PayPal,Completed
Clothing,4,438.8517757,1755.407103,2023-12-20,Credit Card,Pending
Beauty & Health,5,91.83451604,459.1725802,2023-09-02,Debit Card,Pending
Electronics,3,401.0094436,1203.028331,2023-06-27,Credit Card,Pending
Clothing,2,105.3253198,210.6506395,2023-05-19,Debit Card,Pending
Electronics,2,349.1120286,698.2240572,2023-11-21,Credit Card,Pending
Electronics,3,180.8094934,542.4284803,2023-08-15,PayPal,Cancelled
Clothing,1,114.6391661,114.6391661,2023-12-24,Credit Card,Pending
Clothing,3,21.77974987,65.33924962,2023-11-23,Debit Card,Pending
Clothing,2,99.7651617,199.5303234,2023-05-08,Debit Card,Refunded
Sports & Outdoors,4,325.0750307,1300.300123,2023-03-26,PayPal,Refunded
Books,4,155.6861634,622.7446534,2023-10-28,PayPal,Refunded
Sports & Outdoors,2,403.2016923,806.4033846,2023-07-03,Credit Card,Cancelled
Clothing,5,388.3717012,1941.858506,2023-10-15,PayPal,Pending
Electronics,4,336.1740843,1344.696337,2023-08-09,Debit Card,Completed
Sports & Outdoors,3,446.4398193,1339.319458,2023-03-12,Debit Card,Pending
Beauty & Health,1,160.4354557,160.4354557,2023-06-19,Debit Card,Cancelled
Electronics,4,183.4006484,733.6025937,2023-05-22,Gift Card,Cancelled
Sports & Outdoors,1,413.2147545,413.2147545,2023-02-05,Credit Card,Refunded
Clothing,1,233.9835133,233.9835133,2023-12-02,Gift Card,Refunded
Home & Kitchen,5,52.0271439,260.1357195,2023-05-14,Debit Card,Cancelled
Books,1,96.45155042,96.45155042,2023-08-18,PayPal,Completed
Home & Kitchen,1,12.18653307,12.18653307,2023-11-03,Debit Card,Cancelled
Beauty & Health,4,409.7487072,1638.994829,2023-05-03,Credit Card,Pending
Sports & Outdoors,2,274.8054722,549.6109443,2023-11-20,PayPal,Refunded
Sports & Outdoors,1,185.9481419,185.9481419,2023-02-09,Credit Card,Cancelled
Books,3,176.9756045,530.9268136,2023-03-20,Debit Card,Refunded
Beauty & Health,1,36.06600321,36.06600321,2023-01-15,Gift Card,Cancelled
Clothing,2,350.8293794,701.6587588,2023-12-25,Gift Card,Pending
Books,4,243.2572235,973.0288939,2023-08-02,PayPal,Pending
Clothing,3,304.7506848,914.2520545,2023-01-06,Gift Card,Pending
Beauty & Health,2,481.6791885,963.3583769,2023-05-30,PayPal,Pending
Clothing,1,66.77374534,66.77374534,2023-06-29,Credit Card,Cancelled
Beauty & Health,1,134.4034553,134.4034553,2023-12-19,PayPal,Pending
Electronics,1,263.6108498,263.6108498,2023-10-04,Credit Card,Completed
Sports & Outdoors,1,24.14645686,24.14645686,2023-08-23,Gift Card,Refunded
Electronics,3,149.3841365,448.1524094,2023-04-30,PayPal,Cancelled
Books,4,201.4252143,805.7008573,2023-07-16,Debit Card,Cancelled
Sports & Outdoors,5,184.8084592,924.0422962,2023-09-26,Debit Card,Refunded
Sports & Outdoors,4,418.2388934,1672.955574,2023-10-12,PayPal,Completed
Home & Kitchen,1,277.1566341,277.1566341,2023-01-14,Gift Card,Pending
Books,3,138.6714727,416.0144181,2023-02-10,PayPal,Completed
Home & Kitchen,2,71.47985423,142.9597085,2023-04-26,PayPal,Cancelled
Sports & Outdoors,4,306.9116914,1227.646766,2023-12-15,Debit Card,Pending
Books,3,131.8703654,395.6110962,2023-07-01,Debit Card,Refunded
Books,2,289.1601938,578.3203876,2023-09-19,PayPal,Completed
Beauty & Health,4,321.6244345,1286.497738,2023-10-02,Debit Card,Completed
Sports & Outdoors,3,317.6061285,952.8183855,2023-01-11,PayPal,Pending
Books,4,194.3599156,777.4396625,2023-04-25,Debit Card,Refunded
Clothing,5,37.56609739,187.830487,2023-06-22,Credit Card,Cancelled
Beauty & Health,2,182.0279059,364.0558118,2023-08-10,Credit Card,Pending
Books,1,39.29594997,39.29594997,2023-03-13,Gift Card,Cancelled
Home & Kitchen,3,398.6644944,1195.993483,2023-11-23,Credit Card,Refunded
Electronics,3,198.225202,594.6756061,2023-12-21,Credit Card,Refunded
Electronics,3,433.2063685,1299.619106,2023-07-01,Debit Card,Completed
Beauty & Health,2,436.7048502,873.4097005,2023-07-13,PayPal,Refunded
Clothing,4,289.3598228,1157.439291,2023-02-20,PayPal,Refunded
Clothing,1,264.6553885,264.6553885,2023-04-09,Gift Card,Cancelled
Home & Kitchen,3,207.3593069,622.0779207,2023-01-13,PayPal,Pending
Home & Kitchen,3,478.9104456,1436.731337,2023-11-06,Credit Card,Cancelled
Books,2,381.3831933,762.7663866,2023-08-14,Debit Card,Cancelled
Beauty & Health,3,101.1722541,303.5167622,2023-02-10,PayPal,Pending
Home & Kitchen,4,409.1439381,1636.575752,2023-06-05,PayPal,Completed
Home & Kitchen,5,37.42623024,187.1311512,2023-04-24,PayPal,Pending
Beauty & Health,1,200.175384,200.175384,2023-09-19,Gift Card,Refunded
Books,1,462.4324676,462.4324676,2023-04-17,Gift Card,Cancelled
Home & Kitchen,1,34.09097058,34.09097058,2023-07-07,Credit Card,Completed
Beauty & Health,3,464.9750598,1394.925179,2023-10-25,Gift Card,Pending
Books,2,140.495092,280.990184,2023-02-05,Gift Card,Pending
Clothing,3,168.3035142,504.9105426,2023-01-19,Debit Card,Pending
Books,1,278.7790374,278.7790374,2023-10-22,Credit Card,Cancelled
Beauty & Health,3,235.0442037,705.132611,2023-09-16,PayPal,Refunded
Electronics,3,490.5271451,1471.581435,2023-04-09,PayPal,Cancelled
Sports & Outdoors,2,132.5958641,265.1917282,2023-10-21,Debit Card,Refunded
Beauty & Health,1,231.9687332,231.9687332,2023-12-15,PayPal,Cancelled
Clothing,3,308.6173618,925.8520854,2023-11-11,Credit Card,Refunded
Books,4,21.36932365,85.47729459,2023-10-18,Gift Card,Completed
Electronics,3,283.7622373,851.2867119,2023-11-05,Debit Card,Cancelled
Beauty & Health,2,315.8266071,631.6532141,2023-03-02,Debit Card,Refunded
Electronics,3,131.6807423,395.0422268,2023-04-22,Gift Card,Refunded
Sports & Outdoors,2,481.3640403,962.7280806,2023-12-16,Gift Card,Pending
Sports & Outdoors,1,146.6472447,146.6472447,2023-07-01,Gift Card,Completed
Sports & Outdoors,5,377.6522573,1888.261287,2023-04-29,PayPal,Pending
Books,3,237.4402132,712.3206397,2023-04-20,Debit Card,Pending
Beauty & Health,4,214.9558219,859.8232878,2023-06-15,PayPal,Pending
Home & Kitchen,2,475.4966736,950.9933472,2023-01-08,Gift Card,Cancelled
Clothing,3,243.3416829,730.0250487,2023-01-18,PayPal,Cancelled
Books,1,14.77989566,14.77989566,2023-07-01,Debit Card,Pending
Electronics,3,397.5557012,1192.667104,2023-10-22,Gift Card,Pending
Home & Kitchen,5,446.1841439,2230.920719,2023-01-02,Debit Card,Cancelled
Clothing,3,203.7086225,611.1258676,2023-01-25,Gift Card,Pending
Sports & Outdoors,5,450.1002306,2250.501153,2023-02-23,PayPal,Pending
Electronics,2,42.76385959,85.52771918,2023-03-09,Debit Card,Completed
Books,3,371.975516,1115.926548,2023-03-28,PayPal,Completed
Sports & Outdoors,4,31.05412917,124.2165167,2023-10-27,PayPal,Pending
Clothing,5,403.9561979,2019.78099,2023-12-08,Debit Card,Pending
Beauty & Health,5,259.3873292,1296.936646,2023-10-22,PayPal,Pending
Sports & Outdoors,5,333.235035,1666.175175,2023-06-13,Gift Card,Completed
Books,5,18.14854831,90.74274156,2023-02-27,Gift Card,Refunded
Clothing,2,275.1849693,550.3699385,2023-02-09,PayPal,Refunded
Beauty & Health,5,78.83203564,394.1601782,2023-11-14,Debit Card,Refunded
Home & Kitchen,5,205.1814332,1025.907166,2023-06-24,PayPal,Completed
Clothing,3,275.6623163,826.9869488,2023-05-28,Credit Card,Refunded
Beauty & Health,3,279.9130577,839.7391731,2023-08-23,Gift Card,Cancelled
Books,4,260.0871407,1040.348563,2023-12-18,Debit Card,Cancelled
Sports & Outdoors,3,162.8931137,488.6793411,2023-09-13,Credit Card,Cancelled
Home & Kitchen,5,397.6597495,1988.298748,2023-01-09,Gift Card,Completed
Sports & Outdoors,2,20.56990681,41.13981361,2023-01-17,Credit Card,Completed
Beauty & Health,1,255.6002989,255.6002989,2023-10-09,Debit Card,Completed
Beauty & Health,1,24.61766134,24.61766134,2023-09-15,Credit Card,Completed
Books,4,14.72235477,58.8894191,2023-02-10,Debit Card,Completed
Sports & Outdoors,2,236.7846569,473.5693139,2023-04-06,Debit Card,Completed
Books,4,29.72524938,118.9009975,2023-07-23,Credit Card,Refunded
Clothing,1,114.5484812,114.5484812,2023-02-12,Debit Card,Refunded
Beauty & Health,1,296.3146625,296.3146625,2023-08-05,Credit Card,Pending
Electronics,4,498.8909462,1995.563785,2023-11-30,Credit Card,Cancelled
Sports & Outdoors,3,325.3483451,976.0450354,2023-07-04,PayPal,Refunded
Clothing,5,392.1950341,1960.97517,2023-07-17,Debit Card,Cancelled
Home & Kitchen,4,320.2304674,1280.92187,2023-06-19,Debit Card,Completed
Home & Kitchen,5,216.3797542,1081.898771,2023-08-13,PayPal,Cancelled
Beauty & Health,3,313.8731049,941.6193147,2023-07-01,PayPal,Refunded
Sports & Outdoors,4,56.12086423,224.4834569,2023-02-26,Debit Card,Completed
Electronics,1,492.3810242,492.3810242,2023-04-22,Gift Card,Cancelled
Books,5,126.456442,632.2822099,2023-02-22,Credit Card,Completed
Sports & Outdoors,2,29.43903912,58.87807824,2023-07-23,Debit Card,Refunded
Clothing,3,79.14717116,237.4415135,2023-09-12,PayPal,Completed
Electronics,2,400.7394564,801.4789128,2023-08-05,Credit Card,Pending
Home & Kitchen,3,42.59859295,127.7957788,2023-10-18,PayPal,Completed
Clothing,2,100.4066701,200.8133403,2023-07-05,Gift Card,Cancelled
Home & Kitchen,5,338.0105706,1690.052853,2023-03-19,Debit Card,Completed
Sports & Outdoors,1,197.4948014,197.4948014,2023-07-18,Credit Card,Pending
Electronics,3,329.4829836,988.4489507,2023-02-05,Credit Card,Refunded
Home & Kitchen,2,429.6989341,859.3978681,2023-02-21,PayPal,Pending
Beauty & Health,3,264.570541,793.7116231,2023-11-13,Gift Card,Cancelled
Home & Kitchen,3,465.3573917,1396.072175,2023-01-02,Gift Card,Completed
Beauty & Health,3,361.9716179,1085.914854,2023-07-13,Debit Card,Cancelled
Beauty & Health,4,462.548821,1850.195284,2023-01-09,PayPal,Refunded
Electronics,3,263.409749,790.2292469,2023-04-30,Credit Card,Pending
Electronics,4,303.7625,1215.05,2023-07-28,Debit Card,Cancelled
Books,1,219.727462,219.727462,2023-06-21,Gift Card,Refunded
Beauty & Health,2,341.7795767,683.5591534,2023-03-14,Credit Card,Cancelled
Home & Kitchen,4,493.0505312,1972.202125,2023-09-12,Gift Card,Cancelled
Home & Kitchen,1,415.1759773,415.1759773,2023-06-11,Credit Card,Cancelled
Books,4,472.1478117,1888.591247,2023-08-20,Credit Card,Completed
Home & Kitchen,4,59.30891409,237.2356563,2023-03-25,PayPal,Refunded
Books,3,142.1007501,426.3022504,2023-06-04,Gift Card,Refunded
Sports & Outdoors,1,185.3260424,185.3260424,2023-01-17,Credit Card,Completed
Electronics,2,214.4309002,428.8618004,2023-04-22,Gift Card,Cancelled
Clothing,2,292.3059489,584.6118979,2023-06-11,Credit Card,Pending
Sports & Outdoors,4,414.4648261,1657.859304,2023-04-27,Debit Card,Cancelled
Books,2,67.26114359,134.5222872,2023-08-08,Gift Card,Completed
Home & Kitchen,3,89.74230521,269.2269156,2023-04-12,PayPal,Pending
Beauty & Health,5,12.00643177,60.03215883,2023-04-10,Credit Card,Pending
Clothing,2,468.5664309,937.1328618,2023-06-06,PayPal,Completed
Clothing,4,437.0995614,1748.398246,2023-06-20,Credit Card,Refunded
Home & Kitchen,3,448.498365,1345.495095,2023-05-04,Gift Card,Cancelled
Sports & Outdoors,1,195.414689,195.414689,2023-10-27,Debit Card,Pending
Books,4,221.2274521,884.9098083,2023-01-17,PayPal,Cancelled
Books,4,114.663944,458.6557758,2023-05-12,Debit Card,Refunded
Electronics,4,38.0598044,152.2392176,2023-11-13,Debit Card,Cancelled
Sports & Outdoors,1,291.8067416,291.8067416,2023-04-08,PayPal,Refunded
Home & Kitchen,4,80.60067572,322.4027029,2023-10-16,Gift Card,Refunded
Books,5,30.20128776,151.0064388,2023-10-21,Debit Card,Completed
Electronics,1,446.2778444,446.2778444,2023-02-09,PayPal,Refunded
Electronics,3,122.9329198,368.7987594,2023-02-08,Debit Card,Refunded
Sports & Outdoors,3,203.4298148,610.2894443,2023-01-07,Debit Card,Pending
Books,2,60.17804907,120.3560981,2023-05-06,Gift Card,Pending
Clothing,2,190.7136356,381.4272713,2023-03-21,PayPal,Pending
Clothing,5,231.0493925,1155.246963,2023-07-02,Gift Card,Completed
Clothing,3,111.6278411,334.8835233,2023-01-09,Gift Card,Cancelled
Electronics,4,47.23437033,188.9374813,2023-04-10,Debit Card,Completed
Home & Kitchen,1,241.4290821,241.4290821,2023-02-01,Gift Card,Completed
Home & Kitchen,5,112.9355043,564.6775214,2023-05-26,PayPal,Refunded
Sports & Outdoors,2,203.341431,406.6828619,2023-06-15,Gift Card,Refunded
Electronics,4,143.4195097,573.6780387,2023-04-13,Gift Card,Refunded
Home & Kitchen,1,261.5903102,261.5903102,2023-01-01,Credit Card,Pending
Clothing,1,172.1077512,172.1077512,2023-09-19,Credit Card,Cancelled
Electronics,4,193.748209,774.9928362,2023-05-08,PayPal,Pending
Sports & Outdoors,3,400.1142118,1200.342635,2023-07-11,PayPal,Pending
Sports & Outdoors,3,216.3542101,649.0626303,2023-12-18,Gift Card,Cancelled
Home & Kitchen,4,344.881659,1379.526636,2023-02-08,PayPal,Cancelled
Books,5,387.3715947,1936.857973,2023-07-26,PayPal,Pending
Home & Kitchen,3,476.9076425,1430.722927,2023-11-08,Credit Card,Cancelled
Clothing,3,210.1147476,630.3442428,2023-05-07,Debit Card,Cancelled
Books,1,178.0251442,178.0251442,2023-06-12,PayPal,Cancelled
Clothing,3,265.2135453,795.6406359,2023-06-05,Debit Card,Cancelled
Clothing,3,263.3601398,790.0804194,2023-10-13,PayPal,Completed
Electronics,1,176.5169508,176.5169508,2023-05-31,Debit Card,Completed
Sports & Outdoors,5,96.10154838,480.5077419,2023-12-22,Gift Card,Cancelled
Beauty & Health,2,40.50351282,81.00702564,2023-03-16,Gift Card,Refunded
Clothing,5,272.8339962,1364.169981,2023-10-27,PayPal,Refunded
Electronics,4,395.0496057,1580.198423,2023-05-27,Gift Card,Completed
Home & Kitchen,5,15.87653786,79.38268931,2023-12-17,PayPal,Refunded
Clothing,1,290.1765631,290.1765631,2023-02-27,Credit Card,Refunded
Books,4,491.8635921,1967.454368,2023-04-06,Gift Card,Cancelled
Clothing,3,76.10351259,228.3105378,2023-12-07,Debit Card,Refunded
Books,4,480.3947627,1921.579051,2023-02-03,Debit Card,Completed
Books,1,344.9696633,344.9696633,2023-08-07,Debit Card,Pending
Books,3,421.9114826,1265.734448,2023-12-15,Gift Card,Pending
Electronics,1,352.7172935,352.7172935,2023-10-10,PayPal,Refunded
Sports & Outdoors,3,237.3811186,712.1433558,2023-10-23,Debit Card,Completed
Electronics,4,454.2913857,1817.165543,2023-09-19,Gift Card,Cancelled
Clothing,5,483.2555796,2416.277898,2023-03-30,Credit Card,Completed
Beauty & Health,2,122.8720601,245.7441201,2023-01-09,Gift Card,Completed
Sports & Outdoors,1,197.9775943,197.9775943,2023-05-28,Credit Card,Completed
Electronics,4,391.732785,1566.93114,2023-04-14,Credit Card,Cancelled
Books,4,229.303295,917.2131798,2023-05-25,Debit Card,Pending
Electronics,5,466.8910644,2334.455322,2023-05-11,Gift Card,Pending
Beauty & Health,2,192.1676766,384.3353531,2023-12-06,Debit Card,Refunded
Sports & Outdoors,2,198.8014482,397.6028965,2023-07-01,Credit Card,Completed
Books,4,206.6070554,826.4282216,2023-05-06,Credit Card,Pending
Books,2,136.944164,273.888328,2023-05-24,Gift Card,Completed
Clothing,3,110.4606842,331.3820525,2023-09-26,Credit Card,Cancelled
Electronics,4,146.7571648,587.0286593,2023-05-05,Credit Card,Pending
Beauty & Health,2,134.0170692,268.0341383,2023-08-17,PayPal,Completed
Sports & Outdoors,2,19.98293857,39.96587714,2023-09-27,Gift Card,Pending
Beauty & Health,3,380.5380962,1141.614289,2023-07-18,PayPal,Pending
Clothing,3,496.6680642,1490.004193,2023-10-19,Gift Card,Cancelled
Beauty & Health,5,232.5523384,1162.761692,2023-05-30,Debit Card,Completed
Clothing,5,81.9115721,409.5578605,2023-08-04,PayPal,Refunded
Sports & Outdoors,5,297.8799206,1489.399603,2023-05-09,Credit Card,Refunded
Sports & Outdoors,4,352.229641,1408.918564,2023-12-16,Debit Card,Refunded
Home & Kitchen,5,175.0461883,875.2309413,2023-04-18,Credit Card,Cancelled
Sports & Outdoors,3,301.9027547,905.7082641,2023-09-05,Credit Card,Pending
Electronics,4,145.6619294,582.6477176,2023-01-04,Gift Card,Cancelled
Home & Kitchen,4,10.84684394,43.38737574,2023-10-14,PayPal,Refunded
Beauty & Health,2,312.4842966,624.9685931,2023-03-27,PayPal,Pending
Sports & Outdoors,2,65.58476757,131.1695351,2023-02-24,Debit Card,Refunded
Home & Kitchen,4,212.3124629,849.2498517,2023-07-23,Gift Card,Refunded
Electronics,4,12.13843775,48.55375101,2023-02-03,Credit Card,Cancelled
Sports & Outdoors,1,260.5858481,260.5858481,2023-04-11,Credit Card,Refunded
Books,5,256.3271173,1281.635586,2023-11-24,Debit Card,Refunded
Electronics,2,443.1693003,886.3386006,2023-05-24,PayPal,Refunded
Beauty & Health,1,245.8208078,245.8208078,2023-02-13,Credit Card,Completed
Sports & Outdoors,1,35.0192635,35.0192635,2023-11-04,Gift Card,Refunded
Home & Kitchen,4,31.0530427,124.2121708,2023-02-03,Debit Card,Pending
Electronics,3,93.43575488,280.3072647,2023-05-30,PayPal,Completed
Sports & Outdoors,3,376.7797894,1130.339368,2023-06-01,Credit Card,Pending
Clothing,4,153.7267555,614.9070219,2023-10-20,Credit Card,Pending
Home & Kitchen,5,116.9401929,584.7009644,2023-01-01,PayPal,Pending
Clothing,5,413.1739403,2065.869701,2023-04-08,Debit Card,Pending
Electronics,5,78.30898508,391.5449254,2023-04-29,Credit Card,Completed
Beauty & Health,2,253.2064023,506.4128046,2023-09-28,Credit Card,Pending
Home & Kitchen,5,21.19959047,105.9979524,2023-08-29,Credit Card,Refunded
Electronics,4,350.9863968,1403.945587,2023-10-12,Gift Card,Refunded
Sports & Outdoors,1,369.6946031,369.6946031,2023-05-20,Credit Card,Cancelled
Beauty & Health,5,301.5366597,1507.683298,2023-01-21,Gift Card,Refunded
Beauty & Health,1,105.4318107,105.4318107,2023-07-16,PayPal,Completed
Sports & Outdoors,4,50.69735192,202.7894077,2023-01-18,PayPal,Completed
Beauty & Health,4,281.7583938,1127.033575,2023-06-20,PayPal,Completed
Sports & Outdoors,1,320.0140734,320.0140734,2023-07-04,PayPal,Completed
Books,4,46.77266499,187.0906599,2023-03-25,PayPal,Pending
Electronics,3,236.8110124,710.4330372,2023-05-03,Gift Card,Completed
Electronics,3,461.8797182,1385.639155,2023-05-15,Gift Card,Completed
Books,1,58.98347724,58.98347724,2023-05-31,Credit Card,Pending
Beauty & Health,5,435.1926006,2175.963003,2023-03-09,PayPal,Pending
Books,4,106.4618282,425.8473128,2023-12-10,Gift Card,Refunded
Sports & Outdoors,3,461.5383498,1384.615049,2023-10-03,Debit Card,Completed
Clothing,4,184.647008,738.588032,2023-10-26,Credit Card,Pending
Home & Kitchen,3,61.95437864,185.8631359,2023-11-26,Debit Card,Pending
Beauty & Health,4,288.3904983,1153.561993,2023-10-09,PayPal,Pending
Beauty & Health,4,47.11716703,188.4686681,2023-03-08,Debit Card,Completed
Clothing,2,433.0330142,866.0660284,2023-03-30,Gift Card,Pending
Sports & Outdoors,2,68.52238316,137.0447663,2023-09-02,Gift Card,Pending
Clothing,2,476.948496,953.8969919,2023-09-29,PayPal,Pending
Sports & Outdoors,2,317.0058639,634.0117279,2023-04-12,Gift Card,Cancelled
Electronics,5,213.5323301,1067.661651,2023-08-25,Gift Card,Refunded
Electronics,4,198.5264815,794.1059261,2023-08-20,Credit Card,Completed
Sports & Outdoors,5,278.1413461,1390.70673,2023-07-06,Debit Card,Refunded
Home & Kitchen,1,479.3543423,479.3543423,2023-05-26,PayPal,Completed
Electronics,5,450.6233233,2253.116616,2023-07-07,Gift Card,Refunded
Sports & Outdoors,3,68.38075785,205.1422735,2023-07-19,Credit Card,Refunded
Electronics,4,88.6579562,354.6318248,2023-05-01,Gift Card,Completed
Books,5,317.8787233,1589.393617,2023-09-18,Credit Card,Pending
Books,3,23.5648006,70.69440181,2023-07-04,PayPal,Pending
Books,5,255.4743401,1277.3717,2023-05-17,PayPal,Refunded
Beauty & Health,2,96.70372625,193.4074525,2023-12-11,Gift Card,Cancelled
Books,3,261.053764,783.1612919,2023-10-22,Credit Card,Pending
Beauty & Health,5,287.283969,1436.419845,2023-02-23,PayPal,Refunded
Sports & Outdoors,5,253.2812582,1266.406291,2023-05-13,Credit Card,Refunded
Beauty & Health,3,155.2473669,465.7421006,2023-10-07,Debit Card,Pending
Clothing,3,96.80744841,290.4223452,2023-02-01,PayPal,Pending
Books,2,317.6303084,635.2606168,2023-10-11,PayPal,Refunded
Clothing,5,421.6975552,2108.487776,2023-10-13,Gift Card,Completed
Sports & Outdoors,2,425.1122313,850.2244626,2023-01-09,Credit Card,Pending
Beauty & Health,3,387.327713,1161.983139,2023-03-02,Credit Card,Cancelled
Sports & Outdoors,4,84.13794942,336.5517977,2023-09-04,Gift Card,Pending
Home & Kitchen,4,287.827009,1151.308036,2023-06-27,Debit Card,Cancelled
Clothing,1,239.2807458,239.2807458,2023-06-06,PayPal,Pending
Clothing,3,151.9005951,455.7017853,2023-08-23,PayPal,Pending
Beauty & Health,1,471.7239359,471.7239359,2023-07-18,Gift Card,Refunded
Sports & Outdoors,5,283.18305,1415.91525,2023-07-30,PayPal,Cancelled
Electronics,4,474.6216977,1898.486791,2023-07-23,PayPal,Pending
Electronics,2,139.071891,278.143782,2023-06-01,Gift Card,Refunded
Home & Kitchen,3,96.22014947,288.6604484,2023-03-06,PayPal,Completed
Clothing,2,114.8520586,229.7041173,2023-04-12,PayPal,Cancelled
Beauty & Health,5,379.7412291,1898.706146,2023-06-23,PayPal,Cancelled
Clothing,1,475.5092535,475.5092535,2023-05-17,Gift Card,Pending
Clothing,2,446.9513579,893.9027158,2023-11-03,Gift Card,Refunded
Home & Kitchen,4,158.3667936,633.4671743,2023-09-28,PayPal,Cancelled
Electronics,3,210.3230009,630.9690026,2023-12-18,Gift Card,Completed
Beauty & Health,3,26.39765384,79.19296153,2023-10-16,Debit Card,Completed
Books,2,50.32248845,100.6449769,2023-08-27,Debit Card,Cancelled
Beauty & Health,5,402.184472,2010.92236,2023-08-29,PayPal,Cancelled
Beauty & Health,5,482.1740406,2410.870203,2023-07-11,Gift Card,Completed
Beauty & Health,5,202.3740374,1011.870187,2023-05-06,PayPal,Pending
Books,1,234.6620379,234.6620379,2023-01-29,Gift Card,Cancelled
Home & Kitchen,1,280.353992,280.353992,2023-10-26,Credit Card,Completed
Electronics,5,420.2572849,2101.286425,2023-07-17,PayPal,Pending
Sports & Outdoors,1,164.5118773,164.5118773,2023-02-25,PayPal,Pending
Sports & Outdoors,5,381.2218437,1906.109219,2023-08-06,PayPal,Cancelled
Beauty & Health,4,226.5540925,906.2163699,2023-10-08,Gift Card,Pending
Beauty & Health,3,19.36618065,58.09854195,2023-11-17,PayPal,Completed
Beauty & Health,2,94.83007911,189.6601582,2023-04-04,Debit Card,Pending
Sports & Outdoors,3,231.7542033,695.26261,2023-04-22,Debit Card,Cancelled
Sports & Outdoors,1,493.5852268,493.5852268,2023-07-30,Gift Card,Refunded
Beauty & Health,1,367.4835819,367.4835819,2023-06-26,PayPal,Refunded
Books,5,206.1135788,1030.567894,2023-01-11,PayPal,Completed
Beauty & Health,2,288.0346522,576.0693045,2023-10-28,Debit Card,Refunded
Books,2,186.3577691,372.7155381,2023-06-30,Debit Card,Pending
Books,2,66.26027038,132.5205408,2023-06-26,Credit Card,Refunded
Home & Kitchen,3,185.8357636,557.5072908,2023-02-05,Gift Card,Cancelled
Books,2,444.9041128,889.8082256,2023-04-03,PayPal,Pending
Clothing,1,180.1916378,180.1916378,2023-01-05,PayPal,Refunded
Home & Kitchen,1,249.7536595,249.7536595,2023-01-03,PayPal,Cancelled
Clothing,4,294.2902362,1177.160945,2023-02-03,Debit Card,Cancelled
Electronics,5,458.7816318,2293.908159,2023-10-28,Debit Card,Pending
Clothing,3,315.1306903,945.3920708,2023-04-28,PayPal,Refunded
Sports & Outdoors,2,24.22457001,48.44914003,2023-12-01,Debit Card,Pending
